Test Date,County,Number Positive,Number Tests
3/14/2020,Bronx,8.00,80.00
3/15/2020,Bronx,29.00,116.00
3/16/2020,Bronx,29.00,151.00
3/17/2020,Bronx,123.00,433.00
3/18/2020,Bronx,154.00,597.00
3/19/2020,Bronx,191.00,605.00
3/20/2020,Bronx,297.00,884.00
3/21/2020,Bronx,367.00,1044.00
3/22/2020,Bronx,606.00,1276.00
3/23/2020,Bronx,455.00,970.00
3/24/2020,Bronx,611.00,1188.00
3/25/2020,Bronx,838.00,1770.00
3/26/2020,Bronx,829.00,1428.00
3/27/2020,Bronx,846.00,1478.00
3/28/2020,Bronx,901.00,1529.00
3/29/2020,Bronx,658.00,1160.00
3/30/2020,Bronx,804.00,1341.00
3/31/2020,Bronx,1095.00,1818.00
4/1/2020,Bronx,1066.00,1754.00
4/2/2020,Bronx,1159.00,1946.00
4/3/2020,Bronx,1229.00,2108.00
4/4/2020,Bronx,1053.00,1778.00
4/5/2020,Bronx,959.00,1628.00
4/6/2020,Bronx,1021.00,1996.00
4/7/2020,Bronx,1278.00,2562.00
4/8/2020,Bronx,1166.00,2348.00
4/9/2020,Bronx,1368.00,2637.00
4/10/2020,Bronx,1317.00,2580.00
4/11/2020,Bronx,964.00,2081.00
4/12/2020,Bronx,764.00,1623.00
4/13/2020,Bronx,1061.00,2294.00
4/14/2020,Bronx,1387.00,2622.00
4/15/2020,Bronx,1279.00,2939.00
4/16/2020,Bronx,1103.00,2793.00
4/17/2020,Bronx,984.00,2597.00
4/18/2020,Bronx,804.00,2162.00
4/19/2020,Bronx,549.00,1707.00
4/20/2020,Bronx,617.00,2050.00
4/21/2020,Bronx,879.00,2942.00
4/22/2020,Bronx,791.00,3084.00
4/23/2020,Bronx,1042.00,3691.00
4/24/2020,Bronx,1482.00,4800.00
4/25/2020,Bronx,787.00,2967.00
4/26/2020,Bronx,586.00,2363.00
4/27/2020,Bronx,438.00,2107.00
4/28/2020,Bronx,606.00,2938.00
4/29/2020,Bronx,644.00,2977.00
4/30/2020,Bronx,541.00,2824.00
5/1/2020,Bronx,665.00,3694.00
5/2/2020,Bronx,466.00,2857.00
5/3/2020,Bronx,307.00,1869.00
5/4/2020,Bronx,253.00,2001.00
5/5/2020,Bronx,363.00,2657.00
5/6/2020,Bronx,342.00,2786.00
5/7/2020,Bronx,352.00,3078.00
5/8/2020,Bronx,271.00,2873.00
5/9/2020,Bronx,255.00,2935.00
5/10/2020,Bronx,237.00,2140.00
5/11/2020,Bronx,145.00,1510.00
5/12/2020,Bronx,236.00,2678.00
5/13/2020,Bronx,303.00,3338.00
5/14/2020,Bronx,539.00,4408.00
5/15/2020,Bronx,293.00,3632.00
5/16/2020,Bronx,210.00,2861.00
5/17/2020,Bronx,136.00,2126.00
5/18/2020,Bronx,112.00,2102.00
5/19/2020,Bronx,148.00,2682.00
5/20/2020,Bronx,185.00,3618.00
5/21/2020,Bronx,163.00,3421.00
5/22/2020,Bronx,155.00,3518.00
5/23/2020,Bronx,216.00,4575.00
5/24/2020,Bronx,110.00,2445.00
5/25/2020,Bronx,117.00,2233.00
5/26/2020,Bronx,139.00,3064.00
5/27/2020,Bronx,250.00,5657.00
5/28/2020,Bronx,221.00,5781.00
5/29/2020,Bronx,142.00,4817.00
5/30/2020,Bronx,137.00,4338.00
5/31/2020,Bronx,106.00,3997.00
6/1/2020,Bronx,107.00,4069.00
6/2/2020,Bronx,105.00,3579.00
6/3/2020,Bronx,117.00,4303.00
6/4/2020,Bronx,90.00,4606.00
6/5/2020,Bronx,104.00,5144.00
6/6/2020,Bronx,98.00,4164.00
6/7/2020,Bronx,72.00,3718.00
6/8/2020,Bronx,75.00,3214.00
6/9/2020,Bronx,96.00,4468.00
6/10/2020,Bronx,93.00,3929.00
6/11/2020,Bronx,80.00,4894.00
6/12/2020,Bronx,105.00,5869.00
6/13/2020,Bronx,66.00,4578.00
6/14/2020,Bronx,78.00,4689.00
6/15/2020,Bronx,65.00,4542.00
6/16/2020,Bronx,68.00,5106.00
6/17/2020,Bronx,52.00,5556.00
6/18/2020,Bronx,85.00,6272.00
6/19/2020,Bronx,64.00,5007.00
6/20/2020,Bronx,48.00,4694.00
6/21/2020,Bronx,65.00,4917.00
6/22/2020,Bronx,62.00,3723.00
6/23/2020,Bronx,76.00,3549.00
6/24/2020,Bronx,64.00,4930.00
6/25/2020,Bronx,89.00,4377.00
6/26/2020,Bronx,73.00,5794.00
6/27/2020,Bronx,58.00,5208.00
6/28/2020,Bronx,41.00,3588.00
6/29/2020,Bronx,43.00,4056.00
6/30/2020,Bronx,53.00,4725.00
7/1/2020,Bronx,107.00,5267.00
7/2/2020,Bronx,80.00,5521.00
7/3/2020,Bronx,64.00,4449.00
7/4/2020,Bronx,36.00,4275.00
7/5/2020,Bronx,56.00,4111.00
7/6/2020,Bronx,44.00,3695.00
7/7/2020,Bronx,38.00,3456.00
7/8/2020,Bronx,50.00,3993.00
7/9/2020,Bronx,82.00,5706.00
7/10/2020,Bronx,59.00,4932.00
7/11/2020,Bronx,60.00,4401.00
7/12/2020,Bronx,50.00,3980.00
7/13/2020,Bronx,56.00,4169.00
7/14/2020,Bronx,63.00,4435.00
7/15/2020,Bronx,79.00,5635.00
7/16/2020,Bronx,68.00,5250.00
7/17/2020,Bronx,72.00,5748.00
7/18/2020,Bronx,54.00,4297.00
7/19/2020,Bronx,68.00,3543.00
7/20/2020,Bronx,89.00,4443.00
7/21/2020,Bronx,91.00,5492.00
7/22/2020,Bronx,69.00,4802.00
7/23/2020,Bronx,114.00,5276.00
7/24/2020,Bronx,80.00,4754.00
7/25/2020,Bronx,56.00,3711.00
7/26/2020,Bronx,52.00,3459.00
7/27/2020,Bronx,34.00,3654.00
7/28/2020,Bronx,59.00,3397.00
7/29/2020,Bronx,46.00,4741.00
7/30/2020,Bronx,46.00,3994.00
7/31/2020,Bronx,53.00,5253.00
8/1/2020,Bronx,50.00,3384.00
8/2/2020,Bronx,38.00,3630.00
8/3/2020,Bronx,109.00,7059.00
8/4/2020,Bronx,83.00,5301.00
8/5/2020,Bronx,74.00,5205.00
8/6/2020,Bronx,77.00,5151.00
8/7/2020,Bronx,63.00,4634.00
8/8/2020,Bronx,68.00,5261.00
8/9/2020,Bronx,38.00,4747.00
8/10/2020,Bronx,52.00,5083.00
8/11/2020,Bronx,91.00,7934.00
8/12/2020,Bronx,116.00,7110.00
8/13/2020,Bronx,94.00,6420.00
8/14/2020,Bronx,72.00,6849.00
8/15/2020,Bronx,73.00,6399.00
8/16/2020,Bronx,62.00,4742.00
8/17/2020,Bronx,54.00,4675.00
8/18/2020,Bronx,67.00,5591.00
8/19/2020,Bronx,47.00,5402.00
8/20/2020,Bronx,56.00,6412.00
8/21/2020,Bronx,57.00,6574.00
8/22/2020,Bronx,70.00,4937.00
8/23/2020,Bronx,57.00,5141.00
8/24/2020,Bronx,45.00,4296.00
8/25/2020,Bronx,53.00,5358.00
8/26/2020,Bronx,65.00,5535.00
8/27/2020,Bronx,49.00,6190.00
8/28/2020,Bronx,62.00,6305.00
8/29/2020,Bronx,65.00,6778.00
8/30/2020,Bronx,77.00,4854.00
8/31/2020,Bronx,53.00,4880.00
9/1/2020,Bronx,48.00,7314.00
9/2/2020,Bronx,57.00,5696.00
9/3/2020,Bronx,52.00,6594.00
9/4/2020,Bronx,40.00,6365.00
9/5/2020,Bronx,52.00,5858.00
9/6/2020,Bronx,32.00,4414.00
9/7/2020,Bronx,40.00,5366.00
9/8/2020,Bronx,34.00,5571.00
9/9/2020,Bronx,58.00,5655.00
9/10/2020,Bronx,49.00,5615.00
9/11/2020,Bronx,61.00,7455.00
9/12/2020,Bronx,49.00,4625.00
9/13/2020,Bronx,46.00,4288.00
9/14/2020,Bronx,54.00,4856.00
9/15/2020,Bronx,36.00,4810.00
9/16/2020,Bronx,51.00,5950.00
9/17/2020,Bronx,46.00,5601.00
9/18/2020,Bronx,58.00,6097.00
9/19/2020,Bronx,52.00,7106.00
9/20/2020,Bronx,41.00,3854.00
9/21/2020,Bronx,47.00,5869.00
9/22/2020,Bronx,44.00,5074.00
9/23/2020,Bronx,46.00,5812.00
9/24/2020,Bronx,59.00,7131.00
9/25/2020,Bronx,57.00,6388.00
9/26/2020,Bronx,48.00,4941.00
9/27/2020,Bronx,36.00,3456.00
9/28/2020,Bronx,69.00,6624.00
9/29/2020,Bronx,66.00,6152.00
9/30/2020,Bronx,78.00,6093.00
10/1/2020,Bronx,63.00,6554.00
10/2/2020,Bronx,66.00,6513.00
10/3/2020,Bronx,55.00,5282.00
10/4/2020,Bronx,64.00,4521.00
10/5/2020,Bronx,84.00,6190.00
10/6/2020,Bronx,55.00,5842.00
10/7/2020,Bronx,61.00,6595.00
10/8/2020,Bronx,74.00,7217.00
10/9/2020,Bronx,71.00,6783.00
10/10/2020,Bronx,74.00,6143.00
10/11/2020,Bronx,58.00,3930.00
10/12/2020,Bronx,66.00,6546.00
10/13/2020,Bronx,46.00,6116.00
10/14/2020,Bronx,71.00,6174.00
10/15/2020,Bronx,121.00,7400.00
10/16/2020,Bronx,109.00,9054.00
10/17/2020,Bronx,102.00,6911.00
10/18/2020,Bronx,63.00,5081.00
10/19/2020,Bronx,51.00,5727.00
10/20/2020,Bronx,105.00,7912.00
10/21/2020,Bronx,78.00,6996.00
10/22/2020,Bronx,86.00,7642.00
10/23/2020,Bronx,100.00,9802.00
10/24/2020,Bronx,119.00,6745.00
10/25/2020,Bronx,75.00,4808.00
10/26/2020,Bronx,127.00,7625.00
10/27/2020,Bronx,141.00,7498.00
10/28/2020,Bronx,173.00,8348.00
10/29/2020,Bronx,134.00,8374.00
10/30/2020,Bronx,106.00,6473.00
10/31/2020,Bronx,145.00,7975.00
11/1/2020,Bronx,87.00,5713.00
11/2/2020,Bronx,166.00,7615.00
11/3/2020,Bronx,127.00,9344.00
11/4/2020,Bronx,168.00,8765.00
11/5/2020,Bronx,195.00,8772.00
11/6/2020,Bronx,162.00,8258.00
11/7/2020,Bronx,247.00,7618.00
11/8/2020,Bronx,170.00,6413.00
11/9/2020,Bronx,191.00,7110.00
11/10/2020,Bronx,232.00,8467.00
11/11/2020,Bronx,260.00,10011.00
11/12/2020,Bronx,288.00,9635.00
11/13/2020,Bronx,286.00,10066.00
11/14/2020,Bronx,221.00,8575.00
11/15/2020,Bronx,193.00,7790.00
11/16/2020,Bronx,360.00,9704.00
11/17/2020,Bronx,283.00,7300.00
11/18/2020,Bronx,308.00,11469.00
11/19/2020,Bronx,377.00,11946.00
11/20/2020,Bronx,402.00,10570.00
11/21/2020,Bronx,344.00,10351.00
11/22/2020,Bronx,337.00,9809.00
11/23/2020,Bronx,301.00,8453.00
11/24/2020,Bronx,347.00,8787.00
11/25/2020,Bronx,414.00,11708.00
11/26/2020,Bronx,392.00,10035.00
11/27/2020,Bronx,379.00,9203.00
11/28/2020,Bronx,399.00,9829.00
11/29/2020,Bronx,449.00,9560.00
11/30/2020,Bronx,497.00,10467.00
12/1/2020,Bronx,511.00,10712.00
12/2/2020,Bronx,525.00,10720.00
12/3/2020,Bronx,598.00,12932.00
12/4/2020,Bronx,554.00,12632.00
12/5/2020,Bronx,575.00,12827.00
12/6/2020,Bronx,497.00,9573.00
12/7/2020,Bronx,691.00,11975.00
12/8/2020,Bronx,559.00,11463.00
12/9/2020,Bronx,536.00,13004.00
12/10/2020,Bronx,545.00,13299.00
12/11/2020,Bronx,582.00,14137.00
12/12/2020,Bronx,596.00,14842.00
12/13/2020,Bronx,475.00,10333.00
12/14/2020,Bronx,671.00,12776.00
12/15/2020,Bronx,601.00,11360.00
12/16/2020,Bronx,675.00,14431.00
12/17/2020,Bronx,720.00,15274.00
12/18/2020,Bronx,511.00,9822.00
12/19/2020,Bronx,580.00,12049.00
12/20/2020,Bronx,473.00,8681.00
12/21/2020,Bronx,542.00,9974.00
12/22/2020,Bronx,637.00,11328.00
12/23/2020,Bronx,739.00,14098.00
12/24/2020,Bronx,776.00,13179.00
12/25/2020,Bronx,645.00,12212.00
12/26/2020,Bronx,451.00,8838.00
12/27/2020,Bronx,591.00,7063.00
12/28/2020,Bronx,754.00,11558.00
12/29/2020,Bronx,778.00,8649.00
12/30/2020,Bronx,1110.00,15473.00
12/31/2020,Bronx,983.00,12937.00
1/1/2021,Bronx,1094.00,13672.00
1/2/2021,Bronx,577.00,7217.00
1/3/2021,Bronx,631.00,7455.00
1/4/2021,Bronx,796.00,12710.00
1/5/2021,Bronx,871.00,10740.00
1/6/2021,Bronx,1224.00,14834.00
1/7/2021,Bronx,1185.00,15694.00
1/8/2021,Bronx,1051.00,15365.00
1/9/2021,Bronx,906.00,15255.00
1/10/2021,Bronx,997.00,12524.00
1/11/2021,Bronx,1094.00,14373.00
1/12/2021,Bronx,944.00,11933.00
1/13/2021,Bronx,1024.00,13746.00
1/14/2021,Bronx,1434.00,21084.00
1/15/2021,Bronx,1227.00,18569.00
1/16/2021,Bronx,1085.00,15650.00
1/17/2021,Bronx,1055.00,12518.00
1/18/2021,Bronx,1057.00,13779.00
1/19/2021,Bronx,789.00,11814.00
1/20/2021,Bronx,1087.00,14683.00
1/21/2021,Bronx,1256.00,18045.00
1/22/2021,Bronx,1227.00,17143.00
1/23/2021,Bronx,1229.00,16911.00
1/24/2021,Bronx,1180.00,17973.00
1/25/2021,Bronx,966.00,11351.00
1/26/2021,Bronx,885.00,14393.00
1/27/2021,Bronx,1231.00,17826.00
1/28/2021,Bronx,1156.00,17959.00
1/29/2021,Bronx,1143.00,16492.00
1/30/2021,Bronx,1051.00,15693.00
1/31/2021,Bronx,878.00,12274.00
2/1/2021,Bronx,799.00,11193.00
2/2/2021,Bronx,473.00,7688.00
2/3/2021,Bronx,503.00,8461.00
2/4/2021,Bronx,743.00,11023.00
2/5/2021,Bronx,1024.00,16021.00
2/6/2021,Bronx,1223.00,16118.00
2/7/2021,Bronx,1014.00,15290.00
2/8/2021,Bronx,939.00,11654.00
2/9/2021,Bronx,728.00,12874.00
2/10/2021,Bronx,1232.00,18786.00
3/1/2020,Broome,0.00,0.00
3/2/2020,Broome,0.00,0.00
3/3/2020,Broome,0.00,0.00
3/4/2020,Broome,0.00,0.00
3/5/2020,Broome,0.00,0.00
3/6/2020,Broome,0.00,0.00
3/7/2020,Broome,0.00,0.00
3/8/2020,Broome,0.00,2.00
3/9/2020,Broome,0.00,1.00
3/10/2020,Broome,0.00,1.00
3/11/2020,Broome,0.00,1.00
3/12/2020,Broome,1.00,2.00
3/13/2020,Broome,0.00,2.00
3/14/2020,Broome,0.00,3.00
3/15/2020,Broome,0.00,2.00
3/16/2020,Broome,0.00,1.00
3/17/2020,Broome,0.00,6.00
3/18/2020,Broome,1.00,9.00
3/19/2020,Broome,0.00,3.00
3/20/2020,Broome,0.00,16.00
3/21/2020,Broome,1.00,5.00
3/22/2020,Broome,4.00,20.00
3/23/2020,Broome,2.00,18.00
3/24/2020,Broome,2.00,13.00
3/25/2020,Broome,5.00,37.00
3/26/2020,Broome,2.00,25.00
3/27/2020,Broome,5.00,37.00
3/28/2020,Broome,6.00,45.00
3/29/2020,Broome,6.00,36.00
3/30/2020,Broome,3.00,48.00
3/31/2020,Broome,4.00,35.00
4/1/2020,Broome,4.00,43.00
4/2/2020,Broome,10.00,72.00
4/3/2020,Broome,9.00,55.00
4/4/2020,Broome,6.00,36.00
4/5/2020,Broome,5.00,33.00
4/6/2020,Broome,10.00,47.00
4/7/2020,Broome,2.00,24.00
4/8/2020,Broome,17.00,82.00
4/9/2020,Broome,7.00,58.00
4/10/2020,Broome,5.00,31.00
4/11/2020,Broome,9.00,60.00
4/12/2020,Broome,7.00,39.00
4/13/2020,Broome,13.00,90.00
4/14/2020,Broome,7.00,73.00
4/15/2020,Broome,14.00,74.00
4/16/2020,Broome,11.00,82.00
4/17/2020,Broome,8.00,64.00
4/18/2020,Broome,6.00,52.00
4/19/2020,Broome,7.00,43.00
4/20/2020,Broome,6.00,47.00
4/21/2020,Broome,14.00,54.00
4/22/2020,Broome,5.00,102.00
4/23/2020,Broome,8.00,85.00
4/24/2020,Broome,19.00,212.00
4/25/2020,Broome,6.00,105.00
4/26/2020,Broome,4.00,69.00
4/27/2020,Broome,5.00,60.00
4/28/2020,Broome,7.00,87.00
4/29/2020,Broome,11.00,114.00
4/30/2020,Broome,15.00,110.00
5/1/2020,Broome,6.00,114.00
5/2/2020,Broome,22.00,415.00
5/3/2020,Broome,7.00,353.00
5/4/2020,Broome,4.00,180.00
5/5/2020,Broome,7.00,273.00
5/6/2020,Broome,15.00,333.00
5/7/2020,Broome,4.00,214.00
5/8/2020,Broome,8.00,252.00
5/9/2020,Broome,1.00,317.00
5/10/2020,Broome,5.00,319.00
5/11/2020,Broome,1.00,271.00
5/12/2020,Broome,3.00,291.00
5/13/2020,Broome,1.00,343.00
5/14/2020,Broome,7.00,343.00
5/15/2020,Broome,23.00,458.00
5/16/2020,Broome,1.00,486.00
5/17/2020,Broome,9.00,379.00
5/18/2020,Broome,6.00,295.00
5/19/2020,Broome,7.00,639.00
5/20/2020,Broome,15.00,419.00
5/21/2020,Broome,17.00,820.00
5/22/2020,Broome,17.00,645.00
5/23/2020,Broome,16.00,629.00
5/24/2020,Broome,18.00,669.00
5/25/2020,Broome,3.00,536.00
5/26/2020,Broome,6.00,369.00
5/27/2020,Broome,17.00,523.00
5/28/2020,Broome,12.00,614.00
5/29/2020,Broome,4.00,531.00
5/30/2020,Broome,5.00,1002.00
5/31/2020,Broome,8.00,777.00
6/1/2020,Broome,4.00,629.00
6/2/2020,Broome,11.00,826.00
6/3/2020,Broome,4.00,631.00
6/4/2020,Broome,12.00,1417.00
6/5/2020,Broome,8.00,1311.00
6/6/2020,Broome,7.00,950.00
6/7/2020,Broome,4.00,745.00
6/8/2020,Broome,3.00,797.00
6/9/2020,Broome,3.00,755.00
6/10/2020,Broome,11.00,875.00
6/11/2020,Broome,3.00,1085.00
6/12/2020,Broome,3.00,779.00
6/13/2020,Broome,4.00,795.00
6/14/2020,Broome,4.00,382.00
6/15/2020,Broome,1.00,606.00
6/16/2020,Broome,1.00,546.00
6/17/2020,Broome,0.00,442.00
6/18/2020,Broome,6.00,952.00
6/19/2020,Broome,2.00,586.00
6/20/2020,Broome,3.00,430.00
6/21/2020,Broome,2.00,552.00
6/22/2020,Broome,1.00,588.00
6/23/2020,Broome,0.00,179.00
6/24/2020,Broome,9.00,935.00
6/25/2020,Broome,17.00,509.00
6/26/2020,Broome,4.00,922.00
6/27/2020,Broome,2.00,486.00
6/28/2020,Broome,7.00,377.00
6/29/2020,Broome,6.00,772.00
6/30/2020,Broome,6.00,448.00
7/1/2020,Broome,7.00,846.00
7/2/2020,Broome,7.00,476.00
7/3/2020,Broome,16.00,979.00
7/4/2020,Broome,1.00,898.00
7/5/2020,Broome,4.00,554.00
7/6/2020,Broome,5.00,588.00
7/7/2020,Broome,4.00,234.00
7/8/2020,Broome,4.00,731.00
7/9/2020,Broome,14.00,662.00
7/10/2020,Broome,23.00,747.00
7/11/2020,Broome,13.00,1236.00
7/12/2020,Broome,7.00,595.00
7/13/2020,Broome,14.00,852.00
7/14/2020,Broome,11.00,592.00
7/15/2020,Broome,9.00,914.00
7/16/2020,Broome,9.00,595.00
7/17/2020,Broome,7.00,522.00
7/18/2020,Broome,6.00,347.00
7/19/2020,Broome,19.00,914.00
7/20/2020,Broome,15.00,687.00
7/21/2020,Broome,13.00,915.00
7/22/2020,Broome,4.00,538.00
7/23/2020,Broome,20.00,756.00
7/24/2020,Broome,12.00,762.00
7/25/2020,Broome,12.00,549.00
7/26/2020,Broome,8.00,1287.00
7/27/2020,Broome,6.00,522.00
7/28/2020,Broome,23.00,779.00
7/29/2020,Broome,14.00,698.00
7/30/2020,Broome,8.00,777.00
7/31/2020,Broome,11.00,781.00
8/1/2020,Broome,6.00,825.00
8/2/2020,Broome,10.00,743.00
8/3/2020,Broome,14.00,1025.00
8/4/2020,Broome,4.00,379.00
8/5/2020,Broome,12.00,711.00
8/6/2020,Broome,21.00,517.00
8/7/2020,Broome,5.00,412.00
8/8/2020,Broome,6.00,583.00
8/9/2020,Broome,5.00,747.00
8/10/2020,Broome,12.00,1408.00
8/11/2020,Broome,7.00,559.00
8/12/2020,Broome,3.00,641.00
8/13/2020,Broome,12.00,947.00
8/14/2020,Broome,0.00,708.00
8/15/2020,Broome,1.00,417.00
8/16/2020,Broome,6.00,607.00
8/17/2020,Broome,5.00,1523.00
8/18/2020,Broome,12.00,679.00
8/19/2020,Broome,7.00,627.00
8/20/2020,Broome,15.00,1124.00
8/21/2020,Broome,16.00,1203.00
8/22/2020,Broome,12.00,725.00
8/23/2020,Broome,11.00,848.00
8/24/2020,Broome,6.00,508.00
8/25/2020,Broome,12.00,844.00
8/26/2020,Broome,6.00,1434.00
8/27/2020,Broome,9.00,902.00
8/28/2020,Broome,3.00,851.00
8/29/2020,Broome,9.00,4937.00
8/30/2020,Broome,12.00,1000.00
8/31/2020,Broome,4.00,482.00
9/1/2020,Broome,4.00,477.00
9/2/2020,Broome,18.00,809.00
9/3/2020,Broome,9.00,850.00
9/4/2020,Broome,8.00,2400.00
9/5/2020,Broome,7.00,873.00
9/6/2020,Broome,8.00,546.00
9/7/2020,Broome,9.00,644.00
9/8/2020,Broome,4.00,199.00
9/9/2020,Broome,5.00,572.00
9/10/2020,Broome,12.00,1248.00
9/11/2020,Broome,15.00,1875.00
9/12/2020,Broome,8.00,571.00
9/13/2020,Broome,2.00,720.00
9/14/2020,Broome,3.00,593.00
9/15/2020,Broome,5.00,514.00
9/16/2020,Broome,9.00,730.00
9/17/2020,Broome,13.00,1394.00
9/18/2020,Broome,9.00,1102.00
9/19/2020,Broome,6.00,2159.00
9/20/2020,Broome,7.00,502.00
9/21/2020,Broome,4.00,738.00
9/22/2020,Broome,4.00,850.00
9/23/2020,Broome,16.00,1356.00
9/24/2020,Broome,17.00,1327.00
9/25/2020,Broome,37.00,1510.00
9/26/2020,Broome,22.00,606.00
9/27/2020,Broome,34.00,690.00
9/28/2020,Broome,36.00,1175.00
9/29/2020,Broome,31.00,928.00
9/30/2020,Broome,56.00,1188.00
10/1/2020,Broome,57.00,1472.00
10/2/2020,Broome,110.00,2145.00
10/3/2020,Broome,51.00,1591.00
10/4/2020,Broome,27.00,865.00
10/5/2020,Broome,52.00,892.00
10/6/2020,Broome,105.00,1723.00
10/7/2020,Broome,108.00,2144.00
10/8/2020,Broome,75.00,2332.00
10/9/2020,Broome,86.00,1885.00
10/10/2020,Broome,42.00,1235.00
10/11/2020,Broome,43.00,1371.00
10/12/2020,Broome,53.00,1434.00
10/13/2020,Broome,69.00,1318.00
10/14/2020,Broome,96.00,3366.00
10/15/2020,Broome,81.00,2717.00
10/16/2020,Broome,60.00,2030.00
10/17/2020,Broome,52.00,1241.00
10/18/2020,Broome,31.00,1088.00
10/19/2020,Broome,76.00,1756.00
10/20/2020,Broome,57.00,1439.00
10/21/2020,Broome,106.00,2307.00
10/22/2020,Broome,96.00,2746.00
10/23/2020,Broome,68.00,2217.00
10/24/2020,Broome,38.00,1375.00
10/25/2020,Broome,47.00,1246.00
10/26/2020,Broome,101.00,2013.00
10/27/2020,Broome,50.00,1639.00
10/28/2020,Broome,54.00,1908.00
10/29/2020,Broome,42.00,2192.00
10/30/2020,Broome,48.00,2050.00
10/31/2020,Broome,28.00,1267.00
11/1/2020,Broome,21.00,850.00
11/2/2020,Broome,30.00,1500.00
11/3/2020,Broome,46.00,1166.00
11/4/2020,Broome,49.00,1707.00
11/5/2020,Broome,43.00,2293.00
11/6/2020,Broome,55.00,2430.00
11/7/2020,Broome,21.00,1307.00
11/8/2020,Broome,29.00,863.00
11/9/2020,Broome,54.00,1253.00
11/10/2020,Broome,81.00,2119.00
11/11/2020,Broome,48.00,1841.00
11/12/2020,Broome,88.00,3055.00
11/13/2020,Broome,59.00,2125.00
11/14/2020,Broome,32.00,988.00
11/15/2020,Broome,37.00,1030.00
11/16/2020,Broome,38.00,1302.00
11/17/2020,Broome,76.00,2432.00
11/18/2020,Broome,75.00,2157.00
11/19/2020,Broome,68.00,1697.00
11/20/2020,Broome,104.00,3228.00
11/21/2020,Broome,67.00,2477.00
11/22/2020,Broome,68.00,1555.00
11/23/2020,Broome,56.00,1614.00
11/24/2020,Broome,71.00,2168.00
11/25/2020,Broome,89.00,2889.00
11/26/2020,Broome,58.00,1606.00
11/27/2020,Broome,33.00,1053.00
11/28/2020,Broome,74.00,2116.00
11/29/2020,Broome,59.00,1080.00
11/30/2020,Broome,81.00,1376.00
12/1/2020,Broome,103.00,2123.00
12/2/2020,Broome,106.00,1538.00
12/3/2020,Broome,111.00,2223.00
12/4/2020,Broome,107.00,2245.00
12/5/2020,Broome,71.00,1685.00
12/6/2020,Broome,57.00,952.00
12/7/2020,Broome,54.00,955.00
12/8/2020,Broome,103.00,1797.00
12/9/2020,Broome,78.00,2012.00
12/10/2020,Broome,68.00,2076.00
12/11/2020,Broome,84.00,1953.00
12/12/2020,Broome,70.00,2195.00
12/13/2020,Broome,72.00,988.00
12/14/2020,Broome,69.00,1208.00
12/15/2020,Broome,91.00,1829.00
12/16/2020,Broome,72.00,2080.00
12/17/2020,Broome,129.00,1941.00
12/18/2020,Broome,45.00,979.00
12/19/2020,Broome,66.00,1253.00
12/20/2020,Broome,79.00,968.00
12/21/2020,Broome,61.00,609.00
12/22/2020,Broome,174.00,2094.00
12/23/2020,Broome,111.00,2028.00
12/24/2020,Broome,111.00,1957.00
12/25/2020,Broome,76.00,1447.00
12/26/2020,Broome,47.00,880.00
12/27/2020,Broome,82.00,1124.00
12/28/2020,Broome,110.00,941.00
12/29/2020,Broome,149.00,1428.00
12/30/2020,Broome,153.00,1960.00
12/31/2020,Broome,144.00,1793.00
1/1/2021,Broome,186.00,2247.00
1/2/2021,Broome,114.00,978.00
1/3/2021,Broome,71.00,759.00
1/4/2021,Broome,116.00,848.00
1/5/2021,Broome,243.00,2404.00
1/6/2021,Broome,233.00,2379.00
1/7/2021,Broome,195.00,2464.00
1/8/2021,Broome,191.00,1819.00
1/9/2021,Broome,194.00,2446.00
1/10/2021,Broome,115.00,1135.00
1/11/2021,Broome,136.00,1157.00
1/12/2021,Broome,201.00,2045.00
1/13/2021,Broome,161.00,2379.00
1/14/2021,Broome,163.00,2170.00
1/15/2021,Broome,123.00,2223.00
1/16/2021,Broome,123.00,1742.00
1/17/2021,Broome,115.00,1304.00
1/18/2021,Broome,127.00,1103.00
1/19/2021,Broome,147.00,1982.00
1/20/2021,Broome,212.00,2388.00
1/21/2021,Broome,190.00,2302.00
1/22/2021,Broome,147.00,2349.00
1/23/2021,Broome,120.00,1783.00
1/24/2021,Broome,84.00,1234.00
1/25/2021,Broome,96.00,1037.00
1/26/2021,Broome,123.00,2200.00
1/27/2021,Broome,139.00,2299.00
1/28/2021,Broome,143.00,1852.00
1/29/2021,Broome,142.00,1986.00
1/30/2021,Broome,97.00,2045.00
1/31/2021,Broome,46.00,927.00
2/1/2021,Broome,37.00,709.00
2/2/2021,Broome,88.00,1466.00
2/3/2021,Broome,119.00,1861.00
2/4/2021,Broome,83.00,1676.00
2/5/2021,Broome,111.00,2770.00
2/6/2021,Broome,73.00,2339.00
2/7/2021,Broome,44.00,1641.00
2/8/2021,Broome,44.00,1792.00
2/9/2021,Broome,64.00,2895.00
2/10/2021,Broome,75.00,3552.00
3/1/2020,Cattaraugus,0.00,0.00
3/2/2020,Cattaraugus,0.00,0.00
3/3/2020,Cattaraugus,0.00,0.00
3/4/2020,Cattaraugus,0.00,0.00
3/5/2020,Cattaraugus,0.00,0.00
3/6/2020,Cattaraugus,0.00,0.00
3/7/2020,Cattaraugus,0.00,0.00
3/8/2020,Cattaraugus,0.00,0.00
